route,train,departure
L A2,2385,2023-01-02 13:43:00.000000 +00:00
IC 07,2037,2023-01-02 13:46:00.000000 +00:00
IC 12,437,2023-01-02 13:48:00.000000 +00:00
L B2-1,3664,2023-01-02 13:51:00.000000 +00:00
IC 28,3014,2023-01-02 13:51:00.000000 +00:00
L 11,6064,2023-01-02 13:52:00.000000 +00:00
IC 28,3037,2023-01-02 13:52:00.000000 +00:00
L 36,1664,2023-01-02 13:53:00.000000 +00:00
IC 07,2014,2023-01-02 13:53:00.000000 +00:00
L 26,4464,2023-01-02 13:54:00.000000 +00:00
L C2-1,4264,2023-01-02 13:54:00.000000 +00:00
L B20-2,6464,2023-01-02 13:55:00.000000 +00:00
L A4-2,2685,2023-01-02 13:56:00.000000 +00:00
IC 14,1737,2023-01-02 13:56:00.000000 +00:00
L S63-2,19837,2023-01-02 13:56:00.000000 +00:00
L 03,2485,2023-01-02 13:56:00.000000 +00:00
L 13-2,5964,2023-01-02 13:57:00.000000 +00:00
IC 32,814,2023-01-02 13:58:00.000000 +00:00
IC 18,2415,2023-01-02 14:02:00.000000 +00:00
IC 12,436,2023-01-02 14:03:00.000000 +00:00
L 31,4065,2023-01-02 14:04:00.000000 +00:00
L 08,6265,2023-01-02 14:05:00.000000 +00:00
IC 14,1715,2023-01-02 14:06:00.000000 +00:00
L C4,3936,2023-01-02 14:07:00.000000 +00:00
L 37-1,4436,2023-01-02 14:07:00.000000 +00:00
L 19,4365,2023-01-02 14:10:00.000000 +00:00
L 01,4986,2023-01-02 14:10:00.000000 +00:00
L B9,3287,2023-01-02 14:12:00.000000 +00:00
L 03,2465,2023-01-02 14:13:00.000000 +00:00
L B5-2,3565,2023-01-02 14:14:00.000000 +00:00
IC 15,4915,2023-01-02 14:16:00.000000 +00:00
L 10-1,6165,2023-01-02 14:16:00.000000 +00:00
IC 32,836,2023-01-02 14:16:00.000000 +00:00
IC 12,415,2023-01-02 14:18:00.000000 +00:00
L A4-2,2665,2023-01-02 14:19:00.000000 +00:00
IC 18,2437,2023-01-02 14:20:00.000000 +00:00
L C4,3915,2023-01-02 14:21:00.000000 +00:00
L 19,4385,2023-01-02 14:23:00.000000 +00:00
IC 26,3238,2023-01-02 14:24:00.000000 +00:00
L A3,2965,2023-01-02 14:24:00.000000 +00:00
IC 05,4515,2023-01-02 14:24:00.000000 +00:00
L S63-2,19836,2023-01-02 14:24:00.000000 +00:00
L 16,5765,2023-01-02 14:25:00.000000 +00:00
L B20-2,6486,2023-01-02 14:25:00.000000 +00:00
L 01,4965,2023-01-02 14:26:00.000000 +00:00
L 36,1686,2023-01-02 14:27:00.000000 +00:00
L B8-1,3965,2023-01-02 14:27:00.000000 +00:00
L 10-2,965,2023-01-02 14:28:00.000000 +00:00
L B5-2,3586,2023-01-02 14:34:00.000000 +00:00
L B7,3465,2023-01-02 14:34:00.000000 +00:00
L 31,4085,2023-01-02 14:34:00.000000 +00:00
L A3,2986,2023-01-02 14:35:00.000000 +00:00
L B7,3486,2023-01-02 14:35:00.000000 +00:00
L A2,2365,2023-01-02 14:36:00.000000 +00:00
L B4,2187,2023-01-02 14:37:00.000000 +00:00
IC 26,3215,2023-01-02 14:38:00.000000 +00:00
L B4,2165,2023-01-02 14:38:00.000000 +00:00
IC 19-1,937,2023-01-02 14:38:00.000000 +00:00
L B8-1,3987,2023-01-02 14:39:00.000000 +00:00
L B9,3265,2023-01-02 14:40:00.000000 +00:00
L C1,4587,2023-01-02 14:41:00.000000 +00:00
IC 15,4936,2023-01-02 14:41:00.000000 +00:00
L B2-1,3687,2023-01-02 14:41:00.000000 +00:00
L 26,4486,2023-01-02 14:42:00.000000 +00:00
IC 05,4537,2023-01-02 14:42:00.000000 +00:00
IC 13,5115,2023-01-02 14:43:00.000000 +00:00
IC 13,5137,2023-01-02 14:43:00.000000 +00:00
L A2,2386,2023-01-02 14:43:00.000000 +00:00
IC 19-1,915,2023-01-02 14:43:00.000000 +00:00
IC 07,2038,2023-01-02 14:46:00.000000 +00:00
IC 12,438,2023-01-02 14:48:00.000000 +00:00
IC 28,3015,2023-01-02 14:51:00.000000 +00:00
L B2-1,3665,2023-01-02 14:51:00.000000 +00:00
IC 28,3038,2023-01-02 14:52:00.000000 +00:00
IC 07,2015,2023-01-02 14:53:00.000000 +00:00
L 36,1665,2023-01-02 14:53:00.000000 +00:00
L B20-2,6465,2023-01-02 14:55:00.000000 +00:00
L 10-2,986,2023-01-02 14:56:00.000000 +00:00
L 03,2486,2023-01-02 14:56:00.000000 +00:00
L A4-2,2686,2023-01-02 14:56:00.000000 +00:00
IC 14,1738,2023-01-02 14:56:00.000000 +00:00
L 10-1,6186,2023-01-02 14:57:00.000000 +00:00
L C2-1,4287,2023-01-02 14:57:00.000000 +00:00
L A5,6786,2023-01-02 15:00:00.000000 +00:00
IC 18,2416,2023-01-02 15:03:00.000000 +00:00
L 08,6286,2023-01-02 15:04:00.000000 +00:00
L 31,4066,2023-01-02 15:04:00.000000 +00:00
L 16,5786,2023-01-02 15:05:00.000000 +00:00
L 13-1,5886,2023-01-02 15:05:00.000000 +00:00
L 37-1,4415,2023-01-02 15:07:00.000000 +00:00
IC 14,1716,2023-01-02 15:08:00.000000 +00:00
L C1,4566,2023-01-02 15:10:00.000000 +00:00
L G1,787,2023-01-02 15:11:00.000000 +00:00
L B9,3288,2023-01-02 15:12:00.000000 +00:00
L 03,2466,2023-01-02 15:13:00.000000 +00:00
L 11,6088,2023-01-02 15:14:00.000000 +00:00
L B5-2,3566,2023-01-02 15:14:00.000000 +00:00
L G1,766,2023-01-02 15:14:00.000000 +00:00
IC 15,4916,2023-01-02 15:17:00.000000 +00:00
L A4-2,2666,2023-01-02 15:19:00.000000 +00:00
IC 12,416,2023-01-02 15:19:00.000000 +00:00
IC 18,2438,2023-01-02 15:20:00.000000 +00:00
L 13-1,5866,2023-01-02 15:21:00.000000 +00:00
IC 26,3239,2023-01-02 15:24:00.000000 +00:00
L A3,2966,2023-01-02 15:24:00.000000 +00:00
IC 05,4516,2023-01-02 15:24:00.000000 +00:00
L B20-2,6487,2023-01-02 15:25:00.000000 +00:00
L 36,1687,2023-01-02 15:27:00.000000 +00:00
L B8-1,3966,2023-01-02 15:27:00.000000 +00:00
L A5,6766,2023-01-02 15:30:00.000000 +00:00
L 13-2,5988,2023-01-02 15:32:00.000000 +00:00
IC 13,5138,2023-01-02 15:32:00.000000 +00:00
L B7,3466,2023-01-02 15:34:00.000000 +00:00
L B5-2,3587,2023-01-02 15:34:00.000000 +00:00
L 31,4086,2023-01-02 15:34:00.000000 +00:00
L B7,3487,2023-01-02 15:35:00.000000 +00:00
L 15,5588,2023-01-02 15:35:00.000000 +00:00
L A3,2987,2023-01-02 15:35:00.000000 +00:00
L A2,2366,2023-01-02 15:36:00.000000 +00:00
L B4,2188,2023-01-02 15:37:00.000000 +00:00
IC 26,3216,2023-01-02 15:38:00.000000 +00:00
IC 19-1,938,2023-01-02 15:38:00.000000 +00:00
L B4,2166,2023-01-02 15:38:00.000000 +00:00
L A4-2,2687,2023-01-02 15:38:00.000000 +00:00
L B8-1,3988,2023-01-02 15:39:00.000000 +00:00
L B9,3266,2023-01-02 15:40:00.000000 +00:00
IC 15,4937,2023-01-02 15:41:00.000000 +00:00
L B2-1,3688,2023-01-02 15:41:00.000000 +00:00
L 15,5566,2023-01-02 15:41:00.000000 +00:00
IC 05,4538,2023-01-02 15:42:00.000000 +00:00
L A2,2387,2023-01-02 15:43:00.000000 +00:00
IC 19-1,916,2023-01-02 15:43:00.000000 +00:00
IC 13,5116,2023-01-02 15:43:00.000000 +00:00
IC 07,2039,2023-01-02 15:46:00.000000 +00:00
IC 12,439,2023-01-02 15:48:00.000000 +00:00
IC 28,3016,2023-01-02 15:51:00.000000 +00:00
L 11,6066,2023-01-02 15:52:00.000000 +00:00
IC 28,3039,2023-01-02 15:52:00.000000 +00:00
L B2-1,3666,2023-01-02 15:52:00.000000 +00:00
IC 07,2016,2023-01-02 15:53:00.000000 +00:00
L 36,1666,2023-01-02 15:53:00.000000 +00:00
L C2-1,4266,2023-01-02 15:54:00.000000 +00:00
L 26,4466,2023-01-02 15:54:00.000000 +00:00
L B20-2,6466,2023-01-02 15:55:00.000000 +00:00
L 03,2487,2023-01-02 15:56:00.000000 +00:00
IC 14,1739,2023-01-02 15:56:00.000000 +00:00
L 13-2,5966,2023-01-02 15:57:00.000000 +00:00
IC 32,816,2023-01-02 15:58:00.000000 +00:00
L A5,6787,2023-01-02 16:00:00.000000 +00:00
IC 18,2417,2023-01-02 16:03:00.000000 +00:00
L 31,4067,2023-01-02 16:04:00.000000 +00:00
L 08,6267,2023-01-02 16:05:00.000000 +00:00
L S63-2,19839,2023-01-02 16:07:00.000000 +00:00
L 37-1,4438,2023-01-02 16:08:00.000000 +00:00
L 01,4988,2023-01-02 16:10:00.000000 +00:00
L 19,4367,2023-01-02 16:10:00.000000 +00:00
L 10-1,6167,2023-01-02 16:12:00.000000 +00:00
L B9,3289,2023-01-02 16:12:00.000000 +00:00
L 03,2467,2023-01-02 16:13:00.000000 +00:00
L B5-2,3567,2023-01-02 16:14:00.000000 +00:00
IC 32,838,2023-01-02 16:16:00.000000 +00:00
IC 15,4917,2023-01-02 16:17:00.000000 +00:00
IC 12,417,2023-01-02 16:18:00.000000 +00:00
L A4-2,2667,2023-01-02 16:19:00.000000 +00:00
IC 18,2439,2023-01-02 16:20:00.000000 +00:00
L A3,2967,2023-01-02 16:24:00.000000 +00:00
IC 05,4517,2023-01-02 16:24:00.000000 +00:00
IC 26,3240,2023-01-02 16:24:00.000000 +00:00
L B20-2,6488,2023-01-02 16:25:00.000000 +00:00
L S63-2,19838,2023-01-02 16:26:00.000000 +00:00
L 36,1688,2023-01-02 16:27:00.000000 +00:00
L 16,5767,2023-01-02 16:28:00.000000 +00:00
L 10-2,967,2023-01-02 16:28:00.000000 +00:00
L 01,4967,2023-01-02 16:28:00.000000 +00:00
L B8-1,3967,2023-01-02 16:28:00.000000 +00:00
L A5,6767,2023-01-02 16:31:00.000000 +00:00
IC 13,5139,2023-01-02 16:33:00.000000 +00:00
L 31,4087,2023-01-02 16:34:00.000000 +00:00
L B7,3467,2023-01-02 16:34:00.000000 +00:00
L B5-2,3588,2023-01-02 16:34:00.000000 +00:00
L A3,2988,2023-01-02 16:35:00.000000 +00:00
L B7,3488,2023-01-02 16:35:00.000000 +00:00
L A2,2367,2023-01-02 16:36:00.000000 +00:00
L B4,2189,2023-01-02 16:37:00.000000 +00:00
L A4-2,2688,2023-01-02 16:38:00.000000 +00:00
IC 26,3217,2023-01-02 16:38:00.000000 +00:00
IC 19-1,939,2023-01-02 16:38:00.000000 +00:00
L B4,2167,2023-01-02 16:38:00.000000 +00:00
L B8-1,3989,2023-01-02 16:39:00.000000 +00:00
L B9,3267,2023-01-02 16:40:00.000000 +00:00
L B2-1,3689,2023-01-02 16:41:00.000000 +00:00
IC 15,4938,2023-01-02 16:41:00.000000 +00:00
IC 19-1,917,2023-01-02 16:43:00.000000 +00:00
L A2,2388,2023-01-02 16:43:00.000000 +00:00
IC 13,5117,2023-01-02 16:43:00.000000 +00:00
IC 05,4539,2023-01-02 16:43:00.000000 +00:00
L 26,4488,2023-01-02 16:45:00.000000 +00:00
IC 07,2040,2023-01-02 16:46:00.000000 +00:00
IC 12,440,2023-01-02 16:48:00.000000 +00:00
IC 14,1717,2023-01-02 16:50:00.000000 +00:00
L C1,4589,2023-01-02 16:51:00.000000 +00:00
IC 28,3017,2023-01-02 16:51:00.000000 +00:00
IC 28,3040,2023-01-02 16:52:00.000000 +00:00
L B2-1,3667,2023-01-02 16:53:00.000000 +00:00
IC 07,2017,2023-01-02 16:53:00.000000 +00:00
L 36,1667,2023-01-02 16:53:00.000000 +00:00
L B20-2,6467,2023-01-02 16:55:00.000000 +00:00
L 10-2,988,2023-01-02 16:56:00.000000 +00:00
IC 14,1740,2023-01-02 16:56:00.000000 +00:00
L 03,2488,2023-01-02 16:56:00.000000 +00:00
L C2-1,4289,2023-01-02 16:57:00.000000 +00:00
L A5,6788,2023-01-02 17:00:00.000000 +00:00
IC 18,2418,2023-01-02 17:02:00.000000 +00:00
L 31,4068,2023-01-02 17:04:00.000000 +00:00
L 16,5788,2023-01-02 17:05:00.000000 +00:00
L 08,6288,2023-01-02 17:06:00.000000 +00:00
L 37-1,4417,2023-01-02 17:08:00.000000 +00:00
L C1,4568,2023-01-02 17:10:00.000000 +00:00
L G1,789,2023-01-02 17:11:00.000000 +00:00
L B9,3290,2023-01-02 17:12:00.000000 +00:00
IC 14,1718,2023-01-02 17:13:00.000000 +00:00
L 03,2468,2023-01-02 17:13:00.000000 +00:00
L 10-1,6188,2023-01-02 17:13:00.000000 +00:00
L 11,6090,2023-01-02 17:14:00.000000 +00:00
L B5-2,3568,2023-01-02 17:14:00.000000 +00:00
L G1,768,2023-01-02 17:15:00.000000 +00:00
IC 15,4918,2023-01-02 17:17:00.000000 +00:00
L A4-2,2668,2023-01-02 17:19:00.000000 +00:00
IC 12,418,2023-01-02 17:19:00.000000 +00:00
IC 18,2440,2023-01-02 17:20:00.000000 +00:00
L 13-1,5868,2023-01-02 17:21:00.000000 +00:00
IC 26,3241,2023-01-02 17:24:00.000000 +00:00
IC 05,4518,2023-01-02 17:24:00.000000 +00:00
L A3,2968,2023-01-02 17:24:00.000000 +00:00
L B20-2,6489,2023-01-02 17:25:00.000000 +00:00
L 36,1689,2023-01-02 17:27:00.000000 +00:00
L B8-1,3968,2023-01-02 17:27:00.000000 +00:00
L 13-2,5990,2023-01-02 17:32:00.000000 +00:00
L B7,3468,2023-01-02 17:34:00.000000 +00:00
L B5-2,3589,2023-01-02 17:34:00.000000 +00:00
L 31,4088,2023-01-02 17:34:00.000000 +00:00
L A3,2989,2023-01-02 17:35:00.000000 +00:00
L B7,3489,2023-01-02 17:35:00.000000 +00:00
L 15,5590,2023-01-02 17:35:00.000000 +00:00
L A2,2368,2023-01-02 17:36:00.000000 +00:00
L B4,2190,2023-01-02 17:37:00.000000 +00:00
IC 19-1,940,2023-01-02 17:38:00.000000 +00:00
L B4,2168,2023-01-02 17:38:00.000000 +00:00
IC 26,3218,2023-01-02 17:38:00.000000 +00:00
L A4-2,2689,2023-01-02 17:38:00.000000 +00:00
IC 32,818,2023-01-02 17:39:00.000000 +00:00
L B8-1,3990,2023-01-02 17:39:00.000000 +00:00
L B9,3268,2023-01-02 17:40:00.000000 +00:00
L B2-1,3690,2023-01-02 17:41:00.000000 +00:00
IC 15,4939,2023-01-02 17:41:00.000000 +00:00
L 15,5568,2023-01-02 17:41:00.000000 +00:00
L A2,2389,2023-01-02 17:43:00.000000 +00:00
IC 05,4540,2023-01-02 17:43:00.000000 +00:00
IC 13,5118,2023-01-02 17:43:00.000000 +00:00
IC 19-1,918,2023-01-02 17:43:00.000000 +00:00
IC 07,2041,2023-01-02 17:46:00.000000 +00:00
IC 13,5140,2023-01-02 17:47:00.000000 +00:00
IC 28,3018,2023-01-02 17:51:00.000000 +00:00
L B2-1,3668,2023-01-02 17:51:00.000000 +00:00
IC 28,3041,2023-01-02 17:52:00.000000 +00:00
L 11,6068,2023-01-02 17:52:00.000000 +00:00
IC 07,2018,2023-01-02 17:53:00.000000 +00:00
L 36,1668,2023-01-02 17:53:00.000000 +00:00
L C2-1,4268,2023-01-02 17:54:00.000000 +00:00
L 26,4468,2023-01-02 17:54:00.000000 +00:00
L B20-2,6468,2023-01-02 17:55:00.000000 +00:00
IC 14,1741,2023-01-02 17:56:00.000000 +00:00
L 03,2489,2023-01-02 17:56:00.000000 +00:00
L 13-2,5968,2023-01-02 17:57:00.000000 +00:00
IC 18,2419,2023-01-02 18:02:00.000000 +00:00
L 31,4069,2023-01-02 18:04:00.000000 +00:00
L 08,6269,2023-01-02 18:05:00.000000 +00:00
L C4,3940,2023-01-02 18:07:00.000000 +00:00
L S63-2,19841,2023-01-02 18:07:00.000000 +00:00
L 37-1,4440,2023-01-02 18:07:00.000000 +00:00
L 19,4369,2023-01-02 18:10:00.000000 +00:00
L 01,4990,2023-01-02 18:10:00.000000 +00:00
L B9,3291,2023-01-02 18:12:00.000000 +00:00
L 03,2469,2023-01-02 18:13:00.000000 +00:00
L B5-2,3569,2023-01-02 18:14:00.000000 +00:00
IC 32,840,2023-01-02 18:16:00.000000 +00:00
IC 15,4919,2023-01-02 18:17:00.000000 +00:00
IC 12,419,2023-01-02 18:18:00.000000 +00:00
L A4-2,2669,2023-01-02 18:19:00.000000 +00:00
IC 18,2441,2023-01-02 18:20:00.000000 +00:00
L C4,3919,2023-01-02 18:21:00.000000 +00:00
L 19,4389,2023-01-02 18:23:00.000000 +00:00
IC 26,3242,2023-01-02 18:24:00.000000 +00:00
IC 05,4519,2023-01-02 18:24:00.000000 +00:00
L A3,2969,2023-01-02 18:24:00.000000 +00:00
L 16,5769,2023-01-02 18:25:00.000000 +00:00
L B20-2,6490,2023-01-02 18:25:00.000000 +00:00
L 36,1690,2023-01-02 18:27:00.000000 +00:00
L 01,4969,2023-01-02 18:28:00.000000 +00:00
L 10-2,969,2023-01-02 18:28:00.000000 +00:00
L 10-1,6169,2023-01-02 18:31:00.000000 +00:00
L 31,4089,2023-01-02 18:34:00.000000 +00:00
L B5-2,3590,2023-01-02 18:34:00.000000 +00:00
L B7,3469,2023-01-02 18:34:00.000000 +00:00
L B7,3490,2023-01-02 18:35:00.000000 +00:00
L A3,2990,2023-01-02 18:35:00.000000 +00:00
L A2,2369,2023-01-02 18:36:00.000000 +00:00
L B4,2191,2023-01-02 18:37:00.000000 +00:00
IC 19-1,941,2023-01-02 18:38:00.000000 +00:00
L B4,2169,2023-01-02 18:38:00.000000 +00:00
IC 26,3219,2023-01-02 18:38:00.000000 +00:00
L B8-1,3991,2023-01-02 18:39:00.000000 +00:00
L B9,3269,2023-01-02 18:40:00.000000 +00:00
IC 15,4940,2023-01-02 18:41:00.000000 +00:00
L B2-1,3691,2023-01-02 18:41:00.000000 +00:00
L C1,4591,2023-01-02 18:41:00.000000 +00:00
L 26,4490,2023-01-02 18:42:00.000000 +00:00
IC 05,4541,2023-01-02 18:42:00.000000 +00:00
IC 19-1,919,2023-01-02 18:43:00.000000 +00:00
IC 13,5119,2023-01-02 18:43:00.000000 +00:00
L A2,2390,2023-01-02 18:43:00.000000 +00:00
IC 07,2042,2023-01-02 18:46:00.000000 +00:00
IC 13,5141,2023-01-02 18:47:00.000000 +00:00
IC 28,3019,2023-01-02 18:51:00.000000 +00:00
L B2-1,3669,2023-01-02 18:51:00.000000 +00:00
IC 28,3042,2023-01-02 18:52:00.000000 +00:00
L 36,1669,2023-01-02 18:53:00.000000 +00:00
IC 07,2019,2023-01-02 18:53:00.000000 +00:00
L B20-2,6469,2023-01-02 18:55:00.000000 +00:00
L 03,2490,2023-01-02 18:56:00.000000 +00:00
IC 14,1742,2023-01-02 18:56:00.000000 +00:00
L A4-2,2690,2023-01-02 18:56:00.000000 +00:00
L 10-2,990,2023-01-02 18:56:00.000000 +00:00
L C2-1,4291,2023-01-02 18:57:00.000000 +00:00
IC 18,2420,2023-01-02 19:02:00.000000 +00:00
L 08,6290,2023-01-02 19:04:00.000000 +00:00
L 31,4070,2023-01-02 19:04:00.000000 +00:00
IC 12,441,2023-01-02 19:04:00.000000 +00:00
L 13-1,5890,2023-01-02 19:05:00.000000 +00:00
L 16,5790,2023-01-02 19:05:00.000000 +00:00
L 37-1,4419,2023-01-02 19:07:00.000000 +00:00
L G1,791,2023-01-02 19:11:00.000000 +00:00
L B9,3292,2023-01-02 19:12:00.000000 +00:00
IC 14,1720,2023-01-02 19:13:00.000000 +00:00
L 03,2470,2023-01-02 19:13:00.000000 +00:00
L 10-1,6190,2023-01-02 19:13:00.000000 +00:00
L B5-2,3570,2023-01-02 19:14:00.000000 +00:00
L G1,770,2023-01-02 19:14:00.000000 +00:00
IC 15,4920,2023-01-02 19:17:00.000000 +00:00
IC 12,420,2023-01-02 19:18:00.000000 +00:00
L A4-2,2670,2023-01-02 19:19:00.000000 +00:00
L B8-1,3969,2023-01-02 19:20:00.000000 +00:00
IC 18,2442,2023-01-02 19:20:00.000000 +00:00
L 13-1,5870,2023-01-02 19:21:00.000000 +00:00
L C1,4570,2023-01-02 19:23:00.000000 +00:00
L A3,2970,2023-01-02 19:24:00.000000 +00:00
IC 26,3243,2023-01-02 19:24:00.000000 +00:00
L S63-2,19842,2023-01-02 19:24:00.000000 +00:00
IC 05,4520,2023-01-02 19:24:00.000000 +00:00
L B20-2,6491,2023-01-02 19:25:00.000000 +00:00
L 36,1691,2023-01-02 19:27:00.000000 +00:00
L 13-2,5992,2023-01-02 19:32:00.000000 +00:00
L B5-2,3591,2023-01-02 19:34:00.000000 +00:00
L A3,2991,2023-01-02 19:35:00.000000 +00:00
L 15,5592,2023-01-02 19:35:00.000000 +00:00
L A2,2370,2023-01-02 19:36:00.000000 +00:00
IC 19-1,942,2023-01-02 19:38:00.000000 +00:00
IC 26,3220,2023-01-02 19:38:00.000000 +00:00
L B8-1,3992,2023-01-02 19:39:00.000000 +00:00
L B9,3270,2023-01-02 19:40:00.000000 +00:00
L B2-1,3692,2023-01-02 19:41:00.000000 +00:00
L 15,5570,2023-01-02 19:41:00.000000 +00:00
IC 05,4542,2023-01-02 19:42:00.000000 +00:00
L A2,2391,2023-01-02 19:43:00.000000 +00:00
IC 19-1,920,2023-01-02 19:43:00.000000 +00:00
IC 07,2043,2023-01-02 19:46:00.000000 +00:00
L B2-1,3670,2023-01-02 19:51:00.000000 +00:00
IC 28,3020,2023-01-02 19:51:00.000000 +00:00
IC 28,3043,2023-01-02 19:52:00.000000 +00:00
L 36,1670,2023-01-02 19:53:00.000000 +00:00
IC 07,2020,2023-01-02 19:53:00.000000 +00:00
L C2-1,4270,2023-01-02 19:54:00.000000 +00:00
L B20-2,6470,2023-01-02 19:55:00.000000 +00:00
IC 14,1743,2023-01-02 19:56:00.000000 +00:00
L 03,2491,2023-01-02 19:56:00.000000 +00:00
L A4-2,2691,2023-01-02 19:56:00.000000 +00:00
L 13-2,5970,2023-01-02 19:57:00.000000 +00:00
IC 32,820,2023-01-02 19:58:00.000000 +00:00
IC 18,2421,2023-01-02 20:02:00.000000 +00:00
IC 12,442,2023-01-02 20:04:00.000000 +00:00
L 13-1,5891,2023-01-02 20:05:00.000000 +00:00
L 08,6271,2023-01-02 20:05:00.000000 +00:00
L C4,3942,2023-01-02 20:07:00.000000 +00:00
L 37-1,4442,2023-01-02 20:08:00.000000 +00:00
L 01,4992,2023-01-02 20:10:00.000000 +00:00
L 03,2471,2023-01-02 20:13:00.000000 +00:00
L B5-2,3571,2023-01-02 20:14:00.000000 +00:00
L 10-1,6171,2023-01-02 20:16:00.000000 +00:00
IC 32,842,2023-01-02 20:16:00.000000 +00:00
IC 12,421,2023-01-02 20:18:00.000000 +00:00
L A4-2,2671,2023-01-02 20:19:00.000000 +00:00
L B8-1,3970,2023-01-02 20:20:00.000000 +00:00
L C4,3921,2023-01-02 20:21:00.000000 +00:00
L 04,4692,2023-01-02 20:23:00.000000 +00:00
IC 05,4521,2023-01-02 20:24:00.000000 +00:00
L A3,2971,2023-01-02 20:24:00.000000 +00:00
IC 26,3244,2023-01-02 20:24:00.000000 +00:00
L B20-2,6492,2023-01-02 20:25:00.000000 +00:00
L 16,5771,2023-01-02 20:25:00.000000 +00:00
L 36,1692,2023-01-02 20:27:00.000000 +00:00
L 01,4971,2023-01-02 20:28:00.000000 +00:00
L 10-2,971,2023-01-02 20:28:00.000000 +00:00
L 13-2,5993,2023-01-02 20:32:00.000000 +00:00
L B5-2,3592,2023-01-02 20:34:00.000000 +00:00
L 11,6092,2023-01-02 20:37:00.000000 +00:00
IC 19-1,943,2023-01-02 20:38:00.000000 +00:00
IC 26,3221,2023-01-02 20:38:00.000000 +00:00
L B8-1,3993,2023-01-02 20:39:00.000000 +00:00
L B2-1,3693,2023-01-02 20:41:00.000000 +00:00
IC 19-1,921,2023-01-02 20:43:00.000000 +00:00
IC 07,2044,2023-01-02 20:46:00.000000 +00:00
L C1,4593,2023-01-02 20:51:00.000000 +00:00
L B2-1,3671,2023-01-02 20:51:00.000000 +00:00
L 36,1671,2023-01-02 20:53:00.000000 +00:00
IC 07,2021,2023-01-02 20:53:00.000000 +00:00
IC 05,4543,2023-01-02 20:54:00.000000 +00:00
L B20-2,6471,2023-01-02 20:55:00.000000 +00:00
IC 14,1744,2023-01-02 20:56:00.000000 +00:00
L A4-2,2692,2023-01-02 20:56:00.000000 +00:00
L 03,2492,2023-01-02 20:56:00.000000 +00:00
IC 18,2422,2023-01-02 21:02:00.000000 +00:00
L 08,6292,2023-01-02 21:04:00.000000 +00:00
IC 12,443,2023-01-02 21:04:00.000000 +00:00
L G2,1892,2023-01-02 21:05:00.000000 +00:00
L 08,6272,2023-01-02 21:05:00.000000 +00:00
L 16,5792,2023-01-02 21:05:00.000000 +00:00
L B1-2,1994,2023-01-02 21:05:00.000000 +00:00
L L1-1,5292,2023-01-02 21:08:00.000000 +00:00
L 37-1,4421,2023-01-02 21:08:00.000000 +00:00
L G1,793,2023-01-02 21:11:00.000000 +00:00
L 03,2472,2023-01-02 21:13:00.000000 +00:00
L G1,772,2023-01-02 21:14:00.000000 +00:00
L B5-2,3572,2023-01-02 21:14:00.000000 +00:00
L B6,1593,2023-01-02 21:15:00.000000 +00:00
IC 15,4922,2023-01-02 21:17:00.000000 +00:00
IC 12,422,2023-01-02 21:18:00.000000 +00:00
L A4-2,2672,2023-01-02 21:19:00.000000 +00:00
L C1,4572,2023-01-02 21:23:00.000000 +00:00
L 04,4693,2023-01-02 21:23:00.000000 +00:00
IC 05,4522,2023-01-02 21:24:00.000000 +00:00
IC 26,3245,2023-01-02 21:24:00.000000 +00:00
L B20-2,6493,2023-01-02 21:25:00.000000 +00:00
L 36,1693,2023-01-02 21:29:00.000000 +00:00
IC 29,3646,2023-01-02 21:35:00.000000 +00:00
IC 19-1,944,2023-01-02 21:38:00.000000 +00:00
L B8-1,3994,2023-01-02 21:39:00.000000 +00:00
L G3,672,2023-01-02 21:42:00.000000 +00:00
IC 05,4544,2023-01-02 21:42:00.000000 +00:00
IC 07,2045,2023-01-02 21:46:00.000000 +00:00
IC 21,4144,2023-01-02 21:47:00.000000 +00:00
L B2-1,3672,2023-01-02 21:51:00.000000 +00:00
L B20-2,6472,2023-01-02 21:55:00.000000 +00:00
L B6,1572,2023-01-02 21:56:00.000000 +00:00
L 03,2493,2023-01-02 21:56:00.000000 +00:00
L 13-2,5972,2023-01-02 21:57:00.000000 +00:00
L 23,2894,2023-01-02 21:57:00.000000 +00:00
IC 32,822,2023-01-02 21:57:00.000000 +00:00
L G2,1873,2023-01-02 22:05:00.000000 +00:00
L B8-4,6594,2023-01-02 22:09:00.000000 +00:00
IC 29,3621,2023-01-02 22:12:00.000000 +00:00
L 03,2473,2023-01-02 22:13:00.000000 +00:00
L A4-2,2673,2023-01-02 22:19:00.000000 +00:00
IC 10,4323,2023-01-02 22:25:00.000000 +00:00
L 36,1694,2023-01-02 22:27:00.000000 +00:00
L 02,595,2023-01-02 22:31:00.000000 +00:00
IC 31,3123,2023-01-02 22:56:00.000000 +00:00
IC 23-2,2845,2023-01-02 23:02:00.000000 +00:00
IC 07,2036,2023-01-03 12:46:00.000000 +00:00
IC 14,1719,2023-01-03 18:13:00.000000 +00:00
IC 18,2443,2023-01-03 20:20:00.000000 +00:00
L B5-1,3357,2023-01-07 06:45:00.000000 +00:00
L B5-1,3380,2023-01-07 08:05:00.000000 +00:00
L B5-1,3360,2023-01-07 09:45:00.000000 +00:00
IC 14,1726,2023-01-09 03:18:00.000000 +00:00
L B5-1,3376,2023-01-09 04:06:00.000000 +00:00
